"Item.ID","Item.Type","Home.Location","Current.Location","Name","Categories","Min.Frequency","Replacement.Cost","Category","weight","type"
"ETL0704","Bits, Drivers and Accessories","Leith","Portobello","15 Piece Drill Bit Masonry set","Carpentry and Woodworking, General DIY, Metalworking",NA,47,"Carpentry and Woodworking",NA,NA
"ETL0705","Bits, Drivers and Accessories","Leith","Leith","5 Piece SDS Hammer Drill Bit set","Carpentry and Woodworking, General DIY, Metalworking",NA,47,"General DIY",4.7,"Electrical"
"ETL0706","Jig Saws","Leith","Leith","MacAllister Jigsaw","Carpentry and Woodworking, General DIY, Metalworking, ...",NA,40,"Carpentry and Woodworking",2.8,"Electrical"
"ETL0707","Float","Portobello","Portobello","Float Trowel","General DIY, Painting and Decorating",NA,5,"General DIY",NA,NA
"ETL0708","Claw Hammers","Portobello","Portobello","Claw Hammer","Carpentry and Woodworking, General DIY, ...",NA,5,"General DIY",NA,NA
"ETL0709","Claw Hammers","Portobello","Leith","Claw Hammer","Carpentry and Woodworking, General DIY, ...",NA,5,"General DIY",NA,NA
"ETL0710","Tape Measures","Portobello","Portobello","Tape measure","Automotive, Carpentry and Woodworking, Garden, General DIY, Metalworking, Miscellaneous, Painting and Decorating, Plumbing",NA,2,"General DIY",NA,NA
"ETL0711","Cordless Drills","Leith","Leith","Parkside cordless drill","Carpentry and Woodworking, General DIY",NA,50,"General DIY",NA,NA
"ETL0712","Pliers, Cutters, and Snips","Portobello","Portobello","Wire snips","Electrical and Soldering",NA,4,"Electrical and Soldering",NA,NA
"ETL0713","Needle Nose Pliers","Portobello","Portobello","Needle nosed pliers","Automotive, Electrical and Soldering, General DIY, Metalworking, Plumbing",NA,5,"Metalworking",NA,NA
"ETL0714","Lineman Plier","Portobello","Portobello","Pliers","Automotive, Bike, Electrical and Soldering, General DIY, Metalworking, Plumbing",NA,4,"General DIY",NA,NA
"ETL0715","Slip Joint Pliers","Portobello","Portobello","slip joint pliers","General DIY, Plumbing",NA,6,"General DIY",NA,NA
"ETL0716","Linoleum Knives","Portobello","Portobello","Utility knife","Carpentry and Woodworking, Garden, General DIY, Miscellaneous, Painting and Decorating, Plumbing, ...",NA,4,"General DIY",NA,NA
"ETL0717","Scrapers","Portobello","Portobello","Paint scraper 100mm","Painting and Decorating",NA,2,"Painting and Decorating",NA,NA
"ETL0718","Screwdrivers","Portobello","Portobello","Phillips head Screwdriver","Automotive, Bike, General DIY, Miscellaneous",NA,1,"General DIY",NA,NA
"ETL0719","Screwdrivers","Portobello","Portobello","Flat head Screwdriver","Automotive, Bike, General DIY, Miscellaneous",NA,1,"General DIY",NA,NA
"ETL0720","Screwdrivers","Portobello","Portobello","Flat head Screwdriver","Automotive, Bike, General DIY, Miscellaneous",NA,1,"General DIY",NA,NA
"ETL0721","Screwdrivers","Portobello","Portobello","Flat head Screwdriver","Automotive, Bike, General DIY, Miscellaneous",NA,1,"General DIY",NA,NA
"ETL0723","Extension Cords","Leith","Leith","Extension cable on reel","Electrical and Soldering, General DIY, Miscellaneous",NA,10,"Electrical and Soldering",NA,NA
"ETL0724","Extension Cords","Leith","Leith","Extension cable","General DIY",NA,3.99,"General DIY",NA,NA
"ETL0827","Random Orbit Sander","Leith","Leith","Axminster 430w Random Orbit Sander","Carpentry and Woodworking",NA,40,"Carpentry and Woodworking",6.5,"Electrical"
"ETL0833","Scrapers","Portobello","Portobello","Shavehook Paint Scraper","Painting and Decorating, ...",NA,2,"Painting and Decorating",NA,NA
"ETL0834","Files","Portobello","Leith","Wood file","Carpentry and Woodworking, General DIY",NA,2,"Carpentry and Woodworking",NA,NA
"ETL0836","Lineman Plier","Portobello","Portobello","Pliers","Automotive, Bike, Electrical and Soldering, General DIY, Metalworking, Plumbing, ...",NA,2,"General DIY",NA,NA
"ETL0838","Screwdriver Sets","Portobello","Portobello","Flathead ratchet screwdriver","Automotive, Bike, Carpentry and Woodworking, Electrical and Soldering, Garden, General DIY, Miscellaneous, ...",NA,2,"General DIY",NA,NA
"ETL0840","Screwdriver Sets","Leith","Leith","Bradawl","Carpentry and Woodworking, General DIY, Miscellaneous, ...",NA,2,"Carpentry and Woodworking",NA,NA
"ETL0842","Rubber Mallets","Leith","Leith","Nylon tipped mallet","Automotive, Carpentry and Woodworking, Garden, Painting and Decorating",NA,5,"General DIY",NA,NA
"ETL0844","Crescent Wrench","Leith","Leith","Spark Plug Wrench 20mm","Automotive, General DIY",NA,3,"Automotive",NA,NA
"ETL0846","Circular Saws","Leith","Leith","Corded circular saw","Carpentry and Woodworking, General DIY, fix my bike",NA,60,"Carpentry and Woodworking",4.3,"Electrical"
"ETL0847","Finishing Power Sanders","Leith","Leith","Clarke Sander/Polisher","Automotive, Bike, Metalworking",NA,45,"Metalworking",6.5,"Electrical"
"ETL0848","Wet-Dry Vac","Leith","Leith","Bissell Carpet Washer","General DIY",NA,60,"General DIY",NA,NA
"ETL0849","Extension Cords","Leith","Leith","Extension Lead","General DIY",NA,5,"General DIY",1.4,"Electrical"
"ETL0851","Files","Leith","Leith","Half-moon Rasp/File","Carpentry and Woodworking, General DIY, Metalworking, Painting and Decorating",NA,5,"Metalworking",NA,NA
"ETL0852","Files","Leith","Leith","Large Square Edged File","Carpentry and Woodworking, General DIY, Metalworking, Painting and Decorating",NA,1,"Metalworking",NA,NA
"ETL0853","Files","Leith","Leith","Large Half Moon File","Carpentry and Woodworking, General DIY, Metalworking, Painting and Decorating",NA,1,"Metalworking",NA,NA
"ETL0854","Files","Leith","Leith","Large Square-Edged Rasp/File","Carpentry and Woodworking, General DIY, Metalworking, Painting and Decorating",NA,5,"Metalworking",NA,NA
"ETL0855","Files","Leith","Leith","Square-Edged Rasp / File","Carpentry and Woodworking, General DIY, Metalworking, Painting and Decorating",NA,5,"Metalworking",NA,NA
"ETL0856","Files","Leith","Leith","20mm Half-moon Rasp/File","Carpentry and Woodworking, General DIY, Metalworking, Painting and Decorating",NA,5,"Carpentry and Woodworking",NA,NA
"ETL0857","Files","Leith","Leith","20mm Half-moon Rasp / File","Carpentry and Woodworking, General DIY, Metalworking, Painting and Decorating",NA,5,"Carpentry and Woodworking",NA,NA
"ETL0858","Files","Leith","Leith","Mini Square Edged File","Automotive, Bike, Carpentry and Woodworking, Electrical and Soldering, General DIY, Metalworking, Miscellaneous, Plumbing",NA,10,"Carpentry and Woodworking",NA,NA
"ETL0859","Files","Leith","Leith","Round File","Carpentry and Woodworking, General DIY, Metalworking",NA,4,"Metalworking",NA,NA
"ETL0860","Files","Leith","Leith","Round File","Carpentry and Woodworking, General DIY, Metalworking",NA,4,"Metalworking",NA,NA
"ETL0861","Files","Leith","Leith","Round File","Carpentry and Woodworking, General DIY, Metalworking",NA,4,"Metalworking",NA,NA
"ETL0862","Files","Leith","Leith","Round File","Carpentry and Woodworking, General DIY, Metalworking",NA,4,"Metalworking",NA,NA
"ETL0863","Files","Leith","Leith","Round File","Carpentry and Woodworking, General DIY, Metalworking",NA,4,"Metalworking",NA,NA
"ETL0864","Files","Leith","Leith","Square File","Carpentry and Woodworking, General DIY, Metalworking",NA,4,"Metalworking",NA,NA
"ETL0865","Files","Leith","Leith","Square-edged File","Carpentry and Woodworking, General DIY, Metalworking",NA,4,"Metalworking",NA,NA
"ETL0866","Files","Leith","Leith","Needle File Set","Automotive, Bike, Carpentry and Woodworking, Electrical and Soldering, General DIY, Metalworking, Miscellaneous, Plumbing",NA,10,"Metalworking",NA,NA
"ETL0867","Files","Leith","Leith","Half moon/half rounded File","Carpentry and Woodworking, General DIY, Metalworking",NA,4,"Metalworking",NA,NA
"ETL0868","Files","Portobello","Portobello","Square Edged File","Carpentry and Woodworking, General DIY, Metalworking",NA,4,"Metalworking",NA,NA
"ETL0869","Files","Leith","Leith","Square Edged File","Carpentry and Woodworking, General DIY, Metalworking",NA,4,"Metalworking",NA,NA
"ETL0870","Screwdriver Sets","Leith","Leith","Bradawl","Carpentry and Woodworking, General DIY, Miscellaneous",NA,10,"Carpentry and Woodworking",NA,NA
"ETL0871","Wood Chisel","Leith","Leith","10mm Wood chisel","Carpentry and Woodworking",NA,20,"Carpentry and Woodworking",NA,NA
"ETL0872","Wood Chisel","Leith","Leith","2.5mm Fine Wood chisel","Carpentry and Woodworking",NA,20,"Carpentry and Woodworking",NA,NA
"ETL0873","Compressors","Leith","Leith","Airmaster Tiger Air Compressor","General DIY",NA,150,"General DIY",NA,NA
"ETL0874","Allen Wrench Sets","Portobello","Portobello","Allen Keys","Automotive, Bike, Carpentry and Woodworking, General DIY, Metalworking, Painting and Decorating",NA,15,"General DIY",NA,NA
"ETL0875","Stud finder","Leith","Leith","Stanley Intellisensor Pro Stud finder","Carpentry and Woodworking, General DIY, Painting and Decorating, Plumbing",NA,20,"General DIY",NA,NA
"ETL0876","Bar Clamps","Leith","Leith","Spring clamps (set of 4)","Carpentry and Woodworking, General DIY",NA,10,"General DIY",NA,NA
"ETL0877","Bar Clamps","Leith","Leith","Micro G clamps (set of 2)","Carpentry and Woodworking, General DIY",NA,10,"General DIY",NA,NA
"ETL0878","Bar Clamps","Leith","Leith","Small table vice","Carpentry and Woodworking, General DIY, Metalworking",NA,10,"General DIY",NA,NA
"ETL0879","Bar Clamps","Leith","Leith","4 Corner clamps","Carpentry and Woodworking, General DIY",NA,10,"Carpentry and Woodworking",NA,NA
"ETL0880","Bar Clamps","Leith","Leith","Speed clamp - Set of 2","Carpentry and Woodworking, General DIY",NA,10,"General DIY",NA,NA
"ETL0882","Squares","Leith","Leith","Adjustable tri square","Carpentry and Woodworking, General DIY",NA,5,"Carpentry and Woodworking",NA,NA
"ETL0883","Bottom Bracket Tools","Leith","Leith","Bottom Bracket Removing Tool","Bike",NA,15,"Bike",NA,NA
"ETL0884","Bar Clamps","Leith","Leith","G clamp","Carpentry and Woodworking, General DIY",NA,10,"General DIY",NA,NA
"ETL0885","Bar Clamps","Leith","Leith","G clamp","Carpentry and Woodworking, General DIY",NA,10,"General DIY",NA,NA
"ETL0886","Bar Clamps","Leith","Leith","G clamp set of 4","Carpentry and Woodworking, General DIY",NA,10,"General DIY",NA,NA
"ETL0887","Hack saw","Leith","Leith","Small Hacksaw","Automotive, General DIY, Miscellaneous, Plumbing",NA,7,"Metalworking",NA,NA
"ETL0888","Hack saw","Leith","Leith","Small Hacksaw","Carpentry and Woodworking, General DIY, Miscellaneous",NA,7,"Metalworking",NA,NA
"ETL0889","Hack saw","Leith","Leith","Small Hacksaw","Automotive, Bike, Electrical and Soldering, General DIY, Miscellaneous, Plumbing",NA,7,"Metalworking",NA,NA
"ETL0890","Hack saw","Leith","Leith","Junior Hacksaw","Carpentry and Woodworking, General DIY, Miscellaneous",NA,7,"Metalworking",NA,NA
"ETL0891","Hack saw","Leith","Leith","Hack saw","Automotive, Carpentry and Woodworking, General DIY, Metalworking, Miscellaneous, Plumbing",NA,7,"Metalworking",NA,NA
"ETL0892","Hack saw","Leith","Leith","Bush saw","Automotive, Carpentry and Woodworking, General DIY, Metalworking, Miscellaneous, Plumbing",NA,7,"Garden",NA,NA
"ETL0893","Saws","Leith","Leith","Tile Saw","General DIY",NA,5,"General DIY",NA,NA
"ETL0894","Testers (hand held)","Leith","Leith","Stud finder","Carpentry and Woodworking, General DIY, Painting and Decorating, Plumbing",NA,20,"General DIY",NA,NA
"ETL0895","Miscellaneous Furniture","Leith","Leith","Portable Work bench","Carpentry and Woodworking, General DIY, Miscellaneous",NA,110,"General DIY",NA,NA
"ETL0896","Socket Sets","Leith","Leith","Ratchet Socket set","Automotive, Bike",NA,20,"General DIY",NA,NA
"ETL0897","Hammer Drills","Leith","Leith","Power Devil corded hammer drill","General DIY",NA,80,"General DIY",4.7,"Electrical"
"ETL0898","Hammer Drills","Leith","Leith","Black & Decker corded hammer drill","General DIY",NA,80,"General DIY",4.7,"Electrical"
"ETL0899","Cordless Drills","Portobello","Portobello","Electric Screwdriver","Automotive, Bike, Carpentry and Woodworking, Electrical and Soldering, General DIY, Miscellaneous",NA,20,"General DIY",NA,NA
"ETL0900","Finishing Power Sanders","Leith","Leith","Belt Sander","Carpentry and Woodworking, General DIY",NA,45,"Carpentry and Woodworking",6.5,"Electrical"
"ETL0901","Socket Sets","Portobello","Portobello","Ratchet Socket Set","Automotive, Bike, Carpentry and Woodworking, Garden, Metalworking, Plumbing",NA,5,"General DIY",NA,NA
"ETL0902","Power Planer","Leith","Leith","Black & Decker Electric Plane","Carpentry and Woodworking",NA,45,"Carpentry and Woodworking",NA,NA
"ETL0903","Misc","Leith","Leith","Laminate Cutter","General DIY",NA,5,"General DIY",NA,NA
"ETL0906","Jig Saws","Leith","Leith","Black and decker jigsaw","Carpentry and Woodworking, General DIY, Metalworking",NA,40,"Carpentry and Woodworking",2.8,"Electrical"
"ETL0907","Finishing Power Sanders","Portobello","Portobello","Finishing Sander","Carpentry and Woodworking, General DIY",NA,45,"Carpentry and Woodworking",6.5,"Electrical"
"ETL0908","Cordless Drills","Leith","Leith","Cordless drill","Carpentry and Woodworking, General DIY",NA,25,"General DIY",NA,NA
"ETL0909","Cordless Drills","Leith","Leith","Cordless drill","Carpentry and Woodworking, General DIY",NA,25,"General DIY",NA,NA
"ETL0910","Hammer Drills","Leith","Leith","Corded hammer drill","General DIY",NA,80,"General DIY",4.7,"Electrical"
"ETL0911","Levels","Leith","Leith","Self-levelling Laser level","General DIY, Miscellaneous, Painting and Decorating, Plumbing",NA,110,"General DIY",NA,NA
"ETL0912","Testers (hand held)","Portobello","Portobello","Combined Metal, Voltage and Stud Detector","Carpentry and Woodworking, General DIY, Painting and Decorating, Plumbing",NA,20,"Electrical and Soldering",NA,NA
"ETL0913","Socket Sets","Leith","Leith","Ratcheting Socket Set","General DIY",NA,5,"General DIY",NA,NA
"ETL0914","Power Saws","Leith","Leith","Chop saw","Carpentry and Woodworking, General DIY",NA,50,"Carpentry and Woodworking",NA,NA
"ETL0915","Power Saws","Leith","Leith","Mini Chop saw","Carpentry and Woodworking, General DIY",NA,50,"Carpentry and Woodworking",NA,NA
"ETL0916","Carpet Kicker","Leith","Leith","Carpet Kicker","General DIY, Painting and Decorating",NA,0,"Painting and Decorating",NA,NA
"ETL0917","Pipe Cutters","Leith","Leith","Pipe Bender","General DIY",NA,15,"General DIY",NA,NA
"ETL0918","Circular Saws","Leith","Leith","Corded circular saw","Carpentry and Woodworking, General DIY, ..",NA,60,"Carpentry and Woodworking",4.3,"Electrical"
"ETL0919","Circular Saws","Leith","Leith","Corded circular saw","Carpentry and Woodworking, General DIY, ..",NA,60,"Carpentry and Woodworking",4.3,"Electrical"
"ETL0920","Jig Saws","Leith","Leith","Reciprocating saw","Carpentry and Woodworking, General DIY",NA,80,"Carpentry and Woodworking",NA,NA
"ETL0921","Wallpaper Steamer","Leith","Leith","Wallpaper Steamer","General DIY, Miscellaneous, Painting and Decorating",NA,30,"Painting and Decorating",NA,NA
"ETL0923","Finishing Power Sanders","Leith","Leith","Bosch Power Sander","Carpentry and Woodworking, General DIY",NA,30,"Carpentry and Woodworking",6.5,"Electrical"
"ETL0924","Rotary Tools","Portobello","Portobello","Rotary tool","Carpentry and Woodworking, General DIY, Metalworking, Miscellaneous",NA,57,"Metalworking",NA,NA
"ETL0925","Angle Grinders","Leith","Leith","Black & Decker Small Angle Grinder","General DIY, Metalworking, Miscellaneous",NA,54,"Metalworking",7,"Metal"
"ETL0928","Saw Horses","Leith","Leith","Set 2 Heavy Duty Trestles","General DIY",NA,0,"General DIY",NA,NA
"ETL0929","Reciprocating Saw","Leith","Leith","Reciprocating Saw","Carpentry and Woodworking, Garden, General DIY, Miscellaneous",NA,140,"Carpentry and Woodworking",NA,NA
"ETL0930","Jack Stands","Leith","Leith","3 tonne Axle stands","Automotive, Bike, General DIY",NA,30,"Automotive",NA,NA
"ETL0931","Distance Meters","Leith","Leith","Micrometer","General DIY",NA,0,"General DIY",NA,NA
"ETL0932","Drills","Leith","Leith","Mitre Box","Carpentry and Woodworking, General DIY",NA,5,"General DIY",NA,NA
"ETL0933","Spade Shovel","Leith","Leith","Garden spade","Garden, General DIY, Miscellaneous",NA,5,"Garden",NA,NA
"ETL0934","Post Hole Digger","Leith","Leith","Post Spade","General DIY",NA,40,"General DIY",NA,NA
"ETL0935","Spade Shovel","Portobello","Portobello","Garden Spade","Garden, General DIY, Miscellaneous",NA,5,"Garden",NA,NA
"ETL0936","Spade Shovel","Portobello","Portobello","Garden Spade","Garden, General DIY, Miscellaneous",NA,5,"Garden",NA,NA
"ETL0937","Spade Shovel","Leith","Leith","Small Garden Spade","Garden, General DIY, Miscellaneous",NA,5,"Garden",NA,NA
"ETL0938","Levels","Leith","Leith","Magnetic Spirit Level","Carpentry and Woodworking, General DIY, Painting and Decorating",NA,10,"General DIY",NA,NA
"ETL0939","Saws","Leith","Leith","Hand saw","Carpentry and Woodworking, General DIY",NA,45,"Carpentry and Woodworking",NA,NA
"ETL0940","Table Saws","Leith","Leith","Macallister Table Saw","Carpentry and Woodworking, General DIY",NA,67,"Carpentry and Woodworking",NA,NA
"ETL0941","Bar Clamps","Leith","Leith","G clamp set of 2","Carpentry and Woodworking, General DIY",NA,10,"General DIY",NA,NA
"ETL0942","Bar Clamps","Leith","Leith","G clamp set of 2","Carpentry and Woodworking, General DIY",NA,10,"General DIY",NA,NA
"ETL0943","Bar Clamps","Leith","Leith","Small G clamp","Carpentry and Woodworking, General DIY",NA,10,"General DIY",NA,NA
"ETL0944","Jig Saws","Leith","Leith","Parkside Jigsaw","Carpentry and Woodworking, General DIY, Metalworking",NA,40,"Carpentry and Woodworking",2.8,"Electrical"
"ETL0945","Pipe Wrenches","Leith","Leith","Size 14 Pipe Wrench","General DIY, Plumbing",NA,8,"Plumbing",NA,NA
"ETL0946","Bits, Drivers and Accessories","Leith","Leith","BOSCH X50Ti Drill Bit Set","Carpentry and Woodworking, General DIY",NA,5,"General DIY",NA,NA
"ETL0947","Hack saw","Leith","Leith","HACK SAW 12""","Metalworking, Miscellaneous",NA,2,"Metalworking",NA,NA
"ETL0948","Trowel","Leith","Leith","Trowel","General DIY, Miscellaneous, Painting and Decorating",NA,0,"General DIY",NA,NA
"ETL0949","Staple Gun","Leith","Portobello","STAPLE GUN (4 WAY)","General DIY, Miscellaneous",NA,15,"General DIY",1.8,"Electrical"
"ETL0950","Scrapers","Leith","Leith","POLYCELL SMART /SMOOTHER SCRAPER APPLICATOR","Painting and Decorating",NA,2,"Painting and Decorating",NA,NA
"ETL0951","Scrapers","Leith","Leith","POLYCELL SMART /SMOOTHER SCRAPER APPLICATOR","Painting and Decorating",NA,2,"Painting and Decorating",NA,NA
"ETL0952","Staple Gun","Leith","Leith","Staple Gun","General DIY",NA,8,"General DIY",1.8,"Electrical"
"ETL0953","Hoes","Leith","Leith","Garden hoe","Garden",NA,5,"Garden",NA,NA
"ETL0954","Hoes","Leith","Leith","Garden hoe","Garden",NA,5,"Garden",NA,NA
"ETL0955","Hoes","Leith","Leith","Spud Hoe","Garden",NA,5,"Garden",NA,NA
"ETL0956","Spade Shovel","Leith","Leith","Garden Spade","Garden, General DIY, Miscellaneous",NA,5,"Garden",NA,NA
"ETL0957","Rubber Mallets","Leith","Leith","Wooden mallet","Carpentry and Woodworking, General DIY, Miscellaneous",NA,8,"Carpentry and Woodworking",NA,NA
"ETL0958","Wheelbarrow","Leith","Leith","Wheelbarrow","Garden, General DIY",NA,0,"Garden",NA,NA
"ETL0959","Saws","Leith","Leith","Sandvik Hand saw","Carpentry and Woodworking, General DIY",NA,5,"Carpentry and Woodworking",NA,NA
"ETL0960","Pipe Cutters","Leith","Leith","Adjustable Pipe Cutter","Plumbing",NA,15,"Plumbing",NA,NA
"ETL0961","Metal Garden Rake","Leith","Leith","Garden rake","Garden, Miscellaneous",NA,8,"Garden",NA,NA
"ETL0962","String Trimmer","Leith","Leith","Black & Decker Reflex Plus Strimmer","Garden",NA,40,"Garden",3.9,"Electrical"
"ETL0963","Miscellaneous Furniture","Leith","Leith","Pasting Table","Painting and Decorating",NA,20,"Painting and Decorating",NA,NA
"ETL0964","Finishing Power Sanders","Leith","Leith","Detail Sander","Carpentry and Woodworking, General DIY, Miscellaneous",NA,57,"Carpentry and Woodworking",6.5,"Electrical"
"ETL0965","Levels","Leith","Leith","60cm Spirit Level","Carpentry and Woodworking, General DIY, Painting and Decorating",NA,10,"General DIY",NA,NA
"ETL0966","Linoleum Knives","Leith","Leith","Stanley knife","Carpentry and Woodworking, Garden, General DIY, Miscellaneous, Painting and Decorating, Plumbing",NA,4,"General DIY",NA,NA
"ETL0967","Electric Mixers & Dispensers","Leith","Leith","Mixing Paddle","General DIY, Painting and Decorating",NA,0,"Painting and Decorating",NA,NA
"ETL0969","Wood Clamp","Leith","Leith","Wooden Clamp - Set of 2","Carpentry and Woodworking, General DIY",NA,0,"Carpentry and Woodworking",NA,NA
"ETL0970","Lawn Mower","Leith","Leith","Push Mower","Garden, General DIY",NA,80,"Garden",NA,NA
"ETL0971","Allen Wrench Sets","Leith","Leith","Radiator key","General DIY, Miscellaneous, Plumbing",NA,1,"Plumbing",NA,NA
"ETL0972","Jig Saws","Portobello","Portobello","Jigsaw","Carpentry and Woodworking, General DIY, Metalworking",NA,40,"Carpentry and Woodworking",2.8,"Electrical"
"ETL0973","Bike Tools","Leith","Leith","Bicycle Floor Pump","Bike, General DIY",NA,20,"Bike",NA,NA
"ETL0974","Drill Bits","Leith","Leith","Forstner Bit Set","Carpentry and Woodworking, General DIY",NA,8,"General DIY",NA,NA
"ETL0975","Pressure Washers","Leith","Leith","Waxoyl Pressure Sprayer","Automotive, Bike, Miscellaneous",NA,100,"Miscellaneous",NA,NA
"ETL0976","Extension Cords","Leith","Leith","Extension cable","General DIY",NA,3.99,"General DIY",NA,NA
"ETL0977","Soldering & Heat Guns","Leith","Leith","Soldering iron","Electrical and Soldering",NA,5,"Electrical and Soldering",NA,NA
"ETL0978","Automotive Trickle Chargers","Leith","Leith","6 amp 12 V Battery Charger","Automotive, Bike",NA,0,"Automotive",NA,NA
"ETL0979","Pipe Wrenches","Leith","Leith","Large pipe wrench","Automotive, General DIY, Metalworking, Plumbing",NA,8,"Plumbing",NA,NA
"ETL0981","Planes","Leith","Leith","Shoulder plane","Carpentry and Woodworking",NA,5,"Carpentry and Woodworking",NA,NA
"ETL0982","Saws","Leith","Leith","Mitre box","Carpentry and Woodworking, General DIY",NA,5,"Carpentry and Woodworking",NA,NA
"ETL0983","Saws","Leith","Leith","Hand saw","Carpentry and Woodworking, General DIY",NA,45,"Carpentry and Woodworking",NA,NA
"ETL0984","Hand Pruner","Leith","Leith","Garden Secateurs","Garden",NA,0,"Garden",NA,NA
"ETL0985","Finishing Power Sanders","Portobello","Portobello","Belt Sander","Carpentry and Woodworking, General DIY",NA,45,"Carpentry and Woodworking",6.5,"Electrical"
"ETL0986","Hand Tile Cutter","Portobello","Portobello","Tile cutter","General DIY, Painting and Decorating, Plumbing",NA,10,"Painting and Decorating",NA,NA
"ETL0987","Mixed Wrench Sets","Leith","Leith","Socket and Spanner Set","Automotive, General DIY",NA,25,"General DIY",NA,NA
"ETL0988","Circular Saws","Portobello","Portobello","Corded circular saw","Carpentry and Woodworking, General DIY",NA,60,"Carpentry and Woodworking",4.3,"Electrical"
"ETL0989","Cordless Drills","Portobello","Portobello","Electric Screwdriver","Automotive, Bike, Carpentry and Woodworking, Electrical and Soldering, General DIY, Miscellaneous",NA,25,"General DIY",NA,NA
"ETL0990","Routers","Portobello","Portobello","Plunge Router","Carpentry and Woodworking",NA,80,"Carpentry and Woodworking",3.8,"Electrical"
"ETL0991","Soldering & Heat Guns","Leith","Leith","Heat Gun","General DIY, Miscellaneous, Painting and Decorating",NA,25,"Painting and Decorating",0.9,"Electrical"
"ETL0992","Levels","Portobello","Portobello","60cm Spirit Level","Carpentry and Woodworking, General DIY, Painting and Decorating",NA,10,"General DIY",NA,NA
"ETL0993","Levels","Portobello","Portobello","60cm Spirit Level","Carpentry and Woodworking, General DIY, Painting and Decorating",NA,10,"General DIY",NA,NA
"ETL0994","Open End Wrench","Portobello","Portobello","Metric Combo Spanner Set","Automotive, Bike, General DIY",NA,20,"General DIY",NA,NA
"ETL0995","Crescent Wrench","Portobello","Portobello","Adjustable Crescent Spanner 15""","Automotive, General DIY, Plumbing",NA,2,"General DIY",NA,NA
"ETL0996","Bar Clamps","Portobello","Portobello","G Clamp","Carpentry and Woodworking, General DIY",NA,10,"General DIY",NA,NA
"ETL0997","Bar Clamps","Portobello","Portobello","G Clamp","Carpentry and Woodworking, General DIY",NA,10,"General DIY",NA,NA
"ETL0998","Open End Wrench","Portobello","Portobello","Metric Combo Spanner Set","Automotive, Bike, General DIY",NA,20,"General DIY",NA,NA
"ETL0999","Hot Glue Gun","Portobello","Leith","Glue Gun","General DIY",NA,0,"General DIY",NA,NA
"ETL1000","Tenon Saws","Portobello","Portobello","Tenon Saw","Carpentry and Woodworking",NA,2,"Carpentry and Woodworking",NA,NA
"ETL1001","Levels","Portobello","Portobello","60cm Spirit Level","Carpentry and Woodworking, General DIY, Painting and Decorating",NA,10,"General DIY",NA,NA
"ETL1002","Back Saw","Portobello","Leith","Panel Saw","Carpentry and Woodworking, General DIY",NA,5,"Carpentry and Woodworking",NA,NA
"ETL1003","Misc","Leith","Leith","Mitre Box","General DIY",NA,5,"General DIY",NA,NA
"ETL1004","Saws","Portobello","Portobello","Back Saw","Carpentry and Woodworking, General DIY",NA,30,"Carpentry and Woodworking",NA,NA
"ETL1005","Saws","Portobello","Portobello","Panel Saw","Carpentry and Woodworking, General DIY",NA,20,"Carpentry and Woodworking",NA,NA
"ETL1006","Saws","Portobello","Portobello","Panel Saw","General DIY",NA,20,"General DIY",NA,NA
"ETL1007","Saws","Portobello","Portobello","Hardpoint Saw","Carpentry and Woodworking, General DIY",NA,20,"Carpentry and Woodworking",NA,NA
"ETL1008","Saws","Portobello","Portobello","","Carpentry and Woodworking, General DIY",NA,20,"Carpentry and Woodworking",NA,NA
"ETL1009","Saws","Portobello","Portobello","Rip Saw","Carpentry and Woodworking, General DIY",NA,20,"Carpentry and Woodworking",NA,NA
"ETL1010","Wallpaper Steamer","Leith","Leith","Wallpaper Steamer","General DIY, Painting and Decorating",NA,50,"Painting and Decorating",NA,NA
"ETL1011","Claw Hammers","Portobello","Portobello","Claw Hammer","Carpentry and Woodworking, General DIY",NA,5,"General DIY",NA,NA
"ETL1012","Claw Hammers","Portobello","Portobello","Claw Hammer","Carpentry and Woodworking, General DIY",NA,5,"General DIY",NA,NA
"ETL1013","Claw Hammers","Portobello","Portobello","Claw Hammer","Carpentry and Woodworking, General DIY",NA,5,"General DIY",NA,NA
"ETL1014","Claw Hammers","Portobello","Portobello","Claw Hammer","Carpentry and Woodworking, General DIY",NA,5,"General DIY",NA,NA
"ETL1015","Ball Peen Hammers","Portobello","Portobello","Ball Pein Hammer","General DIY, Metalworking",NA,4,"Metalworking",NA,NA
"ETL1016","Finishing Power Sanders","Leith","Leith","Black and Decker Power Sander","Carpentry and Woodworking, General DIY",NA,30,"Carpentry and Woodworking",6.5,"Electrical"
"ETL1017","Finishing Power Sanders","Leith","Leith","Black and Decker Orbital Power Sander","Carpentry and Woodworking, General DIY",NA,30,"Carpentry and Woodworking",6.5,"Electrical"
"ETL1018","Finishing Power Sanders","Leith","Leith","Palm Sander","Carpentry and Woodworking, General DIY, Miscellaneous",NA,57,"Carpentry and Woodworking",6.5,"Electrical"
"ETL1019","Jig Saws","Portobello","Portobello","Jigsaw","Carpentry and Woodworking, General DIY, Metalworking, ...",NA,40,"Carpentry and Woodworking",2.8,"Electrical"
"ETL1020","Jig Saws","Portobello","Portobello","Jigsaw","Carpentry and Woodworking, General DIY, Metalworking",NA,40,"Carpentry and Woodworking",2.8,"Electrical"
